"Id","Place name","Email","Phone","Address","Hours","Location","Reviews count","Category","Total score","website"
"11","The Aristocrat Restaurant","","0464240000","Upper Ground Floor, New Annex Wing,, SM City Dasmarinas Governor's Dr,, Dasmariñas, Cavite","Thursday:[10 AM–10 PM],Friday:[10 AM–10 PM],Saturday:[10 AM–10 PM],Sunday:[10 AM–10 PM],Monday:[10 AM–10 PM],Tuesday:[10 AM–10 PM],Wednesday:[10 AM–10 PM]","https://www.google.com/maps?cid=3818950317182635280","21","Filipino restaurant,Family restaurant,Restaurant","4.1","null"
"12","Mesa SM City Dasmariñas, Cavite","","0464847942","Upper Ground Floor, Main Building, SM City Dasmariñas, Dasmariñas, Cavite","Thursday:[10 AM–9 PM],Friday:[10 AM–9 PM],Saturday:[10 AM–9 PM],Sunday:[10 AM–9 PM],Monday:[10 AM–9 PM],Tuesday:[10 AM–9 PM],Wednesday:[10 AM–9 PM]","https://www.google.com/maps?cid=13601053454041673142","21","Restaurant,Filipino restaurant","3.7","facebook.com"
"13","DEMY's Restaurant","","09395653001","Blk A2 Lot 17, Dasmariñas, 4115 Cavite","Thursday:[Open 24 hours],Friday:[Open 24 hours],Saturday:[Open 24 hours],Sunday:[Open 24 hours],Monday:[Open 24 hours],Tuesday:[Open 24 hours],Wednesday:[Open 24 hours]","https://www.google.com/maps?cid=6155891513684481730","2","Restaurant","4","null"
"14","Kuya J Restaurant","","","8WGR+3C7, Emilio Aguinaldo Hwy, Dasmariñas, Cavite","Thursday:[10 AM–9 PM],Friday:[10 AM–9 PM],Saturday:[10 AM–9 PM],Sunday:[10 AM–9 PM],Monday:[10 AM–9 PM],Tuesday:[10 AM–9 PM],Wednesday:[10 AM–9 PM]","https://www.google.com/maps?cid=15053620109058104123","109","Restaurant","3.7","kuyaj.ph"
"15","The Food Square","","09176654376","The Food Square, 24 Don Placido Campos Avenue, Dasmariñas, 4114 Cavite","Thursday:[11 AM–11 PM],Friday:[11 AM–11 PM],Saturday:[11 AM–11 PM],Sunday:[11 AM–11 PM],Monday:[11 AM–11 PM],Tuesday:[11 AM–11 PM],Wednesday:[11 AM–11 PM]","https://www.google.com/maps?cid=705906145974234609","65","Restaurant","4.5","facebook.com"
"16","3 Hari ng Kusina Restaurant","","09760198263","Blk. 8 Lot. 1 Brgy. San Isidro Labrador, 2, Dasmariñas, 4115 Cavite","Thursday:[Open 24 hours],Friday:[Open 24 hours],Saturday:[Open 24 hours],Sunday:[Open 24 hours],Monday:[Open 24 hours],Tuesday:[Open 24 hours],Wednesday:[Open 24 hours]","https://www.google.com/maps?cid=9033485457314802899","25","Restaurant","4","facebook.com"
"17","Cabalen","","","8X24+V59, Dasmariñas, Cavite","Thursday:[10:30 AM–8:30 PM],Friday:[10:30 AM–8:30 PM],Saturday:[10:30 AM–8:30 PM],Sunday:[10:30 AM–8:30 PM],Monday:[10:30 AM–8:30 PM],Tuesday:[10:30 AM–8:30 PM],Wednesday:[10:30 AM–8:30 PM]","https://www.google.com/maps?cid=1355782562603594284","93","Restaurant","3.7","null"
"18","Sinugba Atbp","","","9W2Q+52J, Salitran Rd, Salitran, Dasmariñas, 4114 Cavite","Thursday:[10 AM–12 AM],Friday:[10 AM–12 AM],Saturday:[10 AM–12 AM],Sunday:[10 AM–12 AM],Monday:[10 AM–12 AM],Tuesday:[10 AM–12 AM],Wednesday:[10 AM–12 AM]","https://www.google.com/maps?cid=4684511165933443909","74","Restaurant","4.1","null"
"19","Amber Golden Chain Restaurant","","4175555","8WHQ+VVM, Dasmariñas, Cavite","Thursday:[8 AM–9 PM],Friday:[8 AM–9 PM],Saturday:[9 AM–7 PM],Sunday:[9 AM–7 PM],Monday:[8 AM–9 PM],Tuesday:[8 AM–9 PM],Wednesday:[8 AM–9 PM]","https://www.google.com/maps?cid=17798028910816494277","93","Restaurant","4.3","null"
"20","Dinarayo Restaurant","","0465143688","Governors Drive, Dominador Mangubat Blvd, Brgy. Burol Main, Dasmariñas, Cavite","Thursday:[10 AM–10 PM],Friday:[10 AM–10 PM],Saturday:[10 AM–10 PM],Sunday:[10 AM–10 PM],Monday:[10 AM–10 PM],Tuesday:[10 AM–10 PM],Wednesday:[10 AM–10 PM]","https://www.google.com/maps?cid=8043312214620844833","17","Restaurant","3.9","null"
