"Id","Place name","Email","Phone","Address","Hours","Location","Reviews count","Category","Total score","website"
"11","Sto.Nino de Molino Maternity and Medical Clinic","","0466836476","Unit 3 OMV Bldg. Avenida Rizal, Bahayang Pag-asa Molino V, Bacoor, Cavite","Thursday:[Open 24 hours],Friday:[Open 24 hours],Saturday:[Open 24 hours],Sunday:[Open 24 hours],Monday:[Open 24 hours],Tuesday:[Open 24 hours],Wednesday:[Open 24 hours]","https://www.google.com/maps?cid=651985867484409569","1","Medical clinic,Medical Center","5","null"
"12","SAMC","","","CX4G+9WG, Molino Rd, Molino III, Bacoor, Cavite","","https://www.google.com/maps?cid=15307098797326540135","null","Hospital","null","null"
"13","Crisostomo General Hospital","","0464348239","CWXM+M8R, General Tirona Highway, Bacoor, 4102 Cavite","","https://www.google.com/maps?cid=4038081619495772037","17","General hospital","2.3","facebook.com"
"14","JCLS Pharmacy & Medical Clinic","","0465722513","BLK 6 Lot 11 Rainbow Ave. Camella North Springville 1 Molino III, Bacoor, Cavite","","https://www.google.com/maps?cid=12086527476923017942","1","Hospital","4","null"
"15","Greatwoods Medical & Maternity Lying-In Clinic","","","Unit F Daniela Bldg. Greatwoods Subd. Molino V, Bacoor, Cavite","","https://www.google.com/maps?cid=12870219983320259105","null","Maternity hospital","null","null"
"16","Queens Row West Health Center","","09237181570","Blk 1 Lot Astro Drive Sansan St, Molino III, Bacoor, 4102 Cavite","","https://www.google.com/maps?cid=6877434550014122526","2","Medical Center","2.5","null"
"17","Queen's Row Central Maternity & Lying-In Clinic","","09456542543","BLK 26 Lot 26 Queens Row Central, Bacoor, Cavite","Thursday:[Open 24 hours],Friday:[Open 24 hours],Saturday:[Open 24 hours],Sunday:[Open 24 hours],Monday:[Open 24 hours],Tuesday:[Open 24 hours],Wednesday:[Open 24 hours]","https://www.google.com/maps?cid=8527477612714747161","2","Maternity hospital,Hospital","5","null"
"18","St. Dominic Medical Center","","0464172520","Main Square Mall, Molino, 102 Cavite, Quezon City, Metro Manila","Thursday:[Open 24 hours],Friday:[Open 24 hours],Saturday:[Open 24 hours],Sunday:[Open 24 hours],Monday:[Open 24 hours],Tuesday:[Open 24 hours],Wednesday:[Open 24 hours]","https://www.google.com/maps?cid=8812888603219433301","4","Medical Center","3.8","facebook.com"
"19","Health Index Multispecialty Primary Health Care Clinic","","0464710996","CWGX+29P, Bacoor, Cavite","Thursday:[Open 24 hours],Friday:[Open 24 hours],Saturday:[Open 24 hours],Sunday:[Open 24 hours],Monday:[Open 24 hours],Tuesday:[Open 24 hours],Wednesday:[Open 24 hours]","https://www.google.com/maps?cid=16993251859076504909","42","Hospital","2.9","null"
"20","St. Agustine Medical Clinic","","","9XWQ+75G, Bacoor, Cavite","Thursday:[Open 24 hours],Friday:[Open 24 hours],Saturday:[Open 24 hours],Sunday:[Open 24 hours],Monday:[Open 24 hours],Tuesday:[Open 24 hours],Wednesday:[Open 24 hours]","https://www.google.com/maps?cid=13518987072520626090","1","Medical Center","2","null"
