"Id","Place name","Email","Phone","Address","Hours","Location","Reviews count","Category","Total score","website"
"11","BagWings Bacoor","jaycee@bagwings.com.ph","","CX69+M7M, Molino Blvd, Bacoor, Cavite","Thursday:[Open 24 hours],Friday:[Open 24 hours],Saturday:[Open 24 hours],Sunday:[Open 24 hours],Monday:[Open 24 hours],Tuesday:[Open 24 hours],Wednesday:[Open 24 hours]","https://www.google.com/maps?cid=17548965097618899363","27","Restaurant","4.4","bagwings.com.ph"
"12","Gerry's Grill","","0464346170","Ground floor SM City Molino, Molino-Paliparan Road, GF Molino Rd, Molino IV, Bacoor, Cavite","Thursday:[10 AM–9 PM],Friday:[10 AM–9 PM],Saturday:[10 AM–9 PM],Sunday:[10 AM–9 PM],Monday:[10 AM–9 PM],Tuesday:[10 AM–9 PM],Wednesday:[10 AM–9 PM]","https://www.google.com/maps?cid=11121492690396672102","30","Filipino restaurant,Asian restaurant,Bar & grill,Live music venue,Restaurant","3.8","null"
"13","Old Recipe","","","CX79+53M, Bacoor, Cavite","Thursday:[10 AM–9 PM],Friday:[10 AM–9 PM],Saturday:[10 AM–9 PM],Sunday:[10 AM–9 PM],Monday:[10 AM–9 PM],Tuesday:[10 AM–9 PM],Wednesday:[10 AM–9 PM]","https://www.google.com/maps?cid=5873923483088355088","10","Restaurant","2.5","null"
"14","Takaku Japanese Restaurant - Bacoor","","09452282965","D&A Bldg Blk, 2, 1 Lot, 8 Avenida Rizal, Molino III, Bacoor, Cavite","null","https://www.google.com/maps?cid=12472149554874468276","40","Japanese restaurant","4.1","facebook.com"
"15","PizzAmore Bacoor","","09553115357","G/F, Allegria Plaza, Avenida Rizal, Molino 5, Bacoor, 4102 Cavite","Thursday:[10 AM–10 PM],Friday:[10 AM–10 PM],Saturday:[10 AM–10 PM],Sunday:[10 AM–10 PM],Monday:[10 AM–10 PM],Tuesday:[10 AM–10 PM],Wednesday:[10 AM–10 PM]","https://www.google.com/maps?cid=10703280974642002904","1","Pizza restaurant","5","null"
"16","JapKorner","","09277009824","101 Avenida Rizal, Bacoor, Cavite","Thursday:[10 AM–10 PM],Friday:[10 AM–10 PM],Saturday:[10 AM–11 PM],Sunday:[10 AM–11 PM],Monday:[10 AM–10 PM],Tuesday:[10 AM–10 PM],Wednesday:[10 AM–10 PM]","https://www.google.com/maps?cid=17267358067990218281","9","Japanese restaurant","4","null"
"17","Sugbaan Grill","","09078510888","CX79+43X, Addas Commercial Complex, Molino Rd, Bacoor, Cavite","Thursday:[4:30 PM–2:30 AM],Friday:[4:30 PM–2:30 AM],Saturday:[4:30 PM–2:30 AM],Sunday:[Closed],Monday:[4:30 PM–2:30 AM],Tuesday:[4:30 PM–2:30 AM],Wednesday:[4:30 PM–2:30 AM]","https://www.google.com/maps?cid=12052721042329052733","6","Restaurant","4","facebook.com"
"18","Max's Restaurant","","09992286375","Molino Blvd, Bacoor, Cavite","Thursday:[7 AM–10 PM],Friday:[7 AM–10 PM],Saturday:[7 AM–10 PM],Sunday:[7 AM–10 PM],Monday:[7 AM–10 PM],Tuesday:[7 AM–10 PM],Wednesday:[7 AM–10 PM]","https://www.google.com/maps?cid=9784234794380060388","143","Restaurant","4.1","null"
"19","39ers PH Molino 3 Bacoor Cavite","","09355185513","0361, Molino III, Bacoor, 4102 Cavite","Thursday:[2–10 PM],Friday:[2–10 PM],Saturday:[2–10 PM],Sunday:[2–10 PM],Monday:[2–10 PM],Tuesday:[2–10 PM],Wednesday:[Closed]","https://www.google.com/maps?cid=16543523847489096354","1","Restaurant","5","null"
"20","Ume-Ya Jozam","","0464352740","Molino Road The Terrace, RFC Mall, Bacoor, 4102 Cavite","Thursday:[10 AM–10 PM],Friday:[10 AM–10 PM],Saturday:[10 AM–10 PM],Sunday:[10 AM–10 PM],Monday:[10 AM–10 PM],Tuesday:[10 AM–10 PM],Wednesday:[10 AM–10 PM]","https://www.google.com/maps?cid=14226276197863354563","85","Restaurant","4.4","null"
