"Id","Place name","Email","Phone","Address","Hours","Location","Reviews count","Category","Total score","website"
"18","UCC 3rd Wave Clockwork","","0288434383","Bluebay Walk, Macapagal Avenue cor. EDSA, San Jose, Pasay City, Metro Manila","Thursday:[9 AM–12 AM],Friday:[9 AM–12 AM],Saturday:[9 AM–12 AM],Sunday:[2 PM–12 AM],Monday:[9 AM–12 AM],Tuesday:[9 AM–12 AM],Wednesday:[9 AM–12 AM]","https://www.google.com/maps?cid=210685135616239169","485","Cafe","4.3","facebook.com"
"19","Tim Mangako Bridge Coffee Shop","","","1, Pasay, Metro Manila","Thursday:[Open 24 hours],Friday:[Open 24 hours],Saturday:[Closed],Sunday:[Closed],Monday:[Open 24 hours],Tuesday:[Open 24 hours],Wednesday:[Open 24 hours]","https://www.google.com/maps?cid=5740389369317122392","2","Coffee shop","5","null"
"20","Cafe Adriatico","inquiries@ljcrestaurant.com","0285111775","Metro Manila, Pasay, 2nd Floor Mall Of Asia Complex","Thursday:[10 AM–10 PM],Friday:[10 AM–10 PM],Saturday:[10 AM–10 PM],Sunday:[10 AM–10 PM],Monday:[10 AM–10 PM],Tuesday:[10 AM–10 PM],Wednesday:[10 AM–10 PM]","https://www.google.com/maps?cid=4925241238899431948","22","Cafe","4","ljcrestaurant.com"
"21","Tim Hortons","","0288983983","Blue Bay Walk, M.Building, corner, Epifanio de los Santos Ave, Pasay, Metro Manila","Thursday:[7 AM–9 PM],Friday:[7 AM–9 PM],Saturday:[7 AM–9 PM],Sunday:[7 AM–9 PM],Monday:[7 AM–9 PM],Tuesday:[7 AM–9 PM],Wednesday:[7 AM–9 PM]","https://www.google.com/maps?cid=17942730013764838893","736","Coffee shop,Breakfast restaurant","4.6","timhortons.ph"
"22","Metro Café","","09052701515","Ground Floor, MET Live, Pres. Diosdado Macapagal Blvd, corner EDSA Ext, Pasay, 1300","Thursday:[11 AM–12 AM],Friday:[11 AM–12 AM],Saturday:[11 AM–12 AM],Sunday:[11 AM–10 PM],Monday:[11 AM–10 PM],Tuesday:[11 AM–10 PM],Wednesday:[11 AM–12 AM]","https://www.google.com/maps?cid=9724036174583452930","54","Restaurant,Bar","4.6","null"
"23","tea expert","","09631777770","Manlunas Street, Corner 8th St, Pasay, Metro Manila","Thursday:[12–10 PM],Friday:[12–10 PM],Saturday:[12–10 PM],Sunday:[12–10 PM],Monday:[12–10 PM],Tuesday:[12–10 PM],Wednesday:[12–10 PM]","https://www.google.com/maps?cid=7169177612525772320","5","Chinese tea house,Coffee shop","4.8","null"
"24","The Coffee Bean & Tea Leaf","","","2nd Level, S'Maison, Coral Way, Pasay, Metro Manila","Thursday:[10 AM–10 PM],Friday:[10 AM–10 PM],Saturday:[10 AM–10 PM],Sunday:[10 AM–10 PM],Monday:[10 AM–10 PM],Tuesday:[10 AM–10 PM],Wednesday:[10 AM–10 PM]","https://www.google.com/maps?cid=399857384408199874","13","Coffee shop","4","null"
"25","Beans N' Brews Cafe","","09667248111","Apr. 22A, 8th 19th St, Villamor Airbase, Pasay, Metro Manila","Thursday:[1–11 PM],Friday:[1–11 PM],Saturday:[1–11 PM],Sunday:[1–11 PM],Monday:[1–11 PM],Tuesday:[1–11 PM],Wednesday:[1–11 PM]","https://www.google.com/maps?cid=18226229408684923768","null","Bistro,Coffee shop","null","null"
"26","Yardstick Coffee | MOA Square","shop@yardstickcoffee.com","09177056608","MOA Square, Pasay, Metro Manila","Thursday:[11 AM–10 PM],Friday:[11 AM–10 PM],Saturday:[10 AM–10 PM],Sunday:[10 AM–10 PM],Monday:[11 AM–10 PM],Tuesday:[11 AM–10 PM],Wednesday:[11 AM–10 PM]","https://www.google.com/maps?cid=999858193572595190","147","Coffee shop","4.4","yardstickcoffee.com"
"27","The Coffee Bean & Tea Leaf","","","Level 7, Prism Plaza, Two E-com Center, Harbor Dr, Pasay, Metro Manila","Thursday:[8 AM–12 AM],Friday:[8 AM–12 AM],Saturday:[12–9 PM],Sunday:[12–9 PM],Monday:[8 AM–12 AM],Tuesday:[8 AM–12 AM],Wednesday:[8 AM–12 AM]","https://www.google.com/maps?cid=4661742604066037485","50","Cafe","4.4","null"
"28","Coffee.Connection","","09610653240","Taft Centrale Exchange Mall, E.G.I. Building, Taft Ave, Pasay, 1302 Metro Manila","Thursday:[9 AM–9 PM],Friday:[9 AM–9 PM],Saturday:[9 AM–9 PM],Sunday:[9 AM–9 PM],Monday:[9 AM–9 PM],Tuesday:[9 AM–9:30 PM],Wednesday:[9 AM–9 PM]","https://www.google.com/maps?cid=8468581327943116945","17","Coffee shop","4.9","business.site"
"29","Coffee Chapters","","09190631446","No. 2369 Padre Burgos St, Pasay, Metro Manila","Thursday:[6 AM–11 PM],Friday:[6 AM–11 PM],Saturday:[8 AM–12:01 AM],Sunday:[8 AM–12:01 AM],Monday:[6 AM–11 PM],Tuesday:[6 AM–11 PM],Wednesday:[6 AM–11 PM]","https://www.google.com/maps?cid=3409356347448020548","18","Coffee shop","4.7","facebook.com"
"30","Lin-Lu Cafe ad Restaurant Corporation","","0288536073","Concessionaire Area Beside Domestic Airport, 3rd Street, 1300, Pasay City, Metro Manila","Thursday:[9:30 AM–10 PM],Friday:[9:30 AM–10 PM],Saturday:[10 AM–8 PM],Sunday:[10 AM–8 PM],Monday:[9:30 AM–10 PM],Tuesday:[9:30 AM–10 PM],Wednesday:[9:30 AM–10 PM]","https://www.google.com/maps?cid=5537633470796129145","null","Coffee shop,Fast food restaurant","null","null"
"31","the coffee rush","","","10th 9th St, Pasay, Metro Manila","Thursday:[9 AM–12 AM],Friday:[9 AM–12 AM],Saturday:[12 PM–12 AM],Sunday:[12 PM–12 AM],Monday:[9 AM–12 AM],Tuesday:[9 AM–12 AM],Wednesday:[9 AM–12 AM]","https://www.google.com/maps?cid=13738670682686619286","2","Coffee shop","5","null"
"32","The Coffee Bean & Tea Leaf","technicalservices@distintobeverage.com,hrrecruitment@tablegroup.com.ph","0277205815","SM Mall of Asia, 1300 Seaside Blvd, Pasay, 1300 Metro Manila","Thursday:[10 AM–9 PM],Friday:[10 AM–9 PM],Saturday:[10 AM–9 PM],Sunday:[10 AM–9 PM],Monday:[10 AM–9 PM],Tuesday:[10 AM–9 PM],Wednesday:[10 AM–9 PM]","https://www.google.com/maps?cid=11605842226469406789","203","Coffee shop","4.2","coffeebean.com.ph"
"33","Starbucks Reserve","","0276178078","S Maison, Level 1, Seaside Blvd, cor Coral Way, Pasay, Metro Manila","Thursday:[7:30 AM–10:30 PM],Friday:[7:30 AM–10:30 PM],Saturday:[7:30 AM–10:30 PM],Sunday:[7:30 AM–10:30 PM],Monday:[7:30 AM–10:30 PM],Tuesday:[7:30 AM–10:30 PM],Wednesday:[7:30 AM–10:30 PM]","https://www.google.com/maps?cid=12221798479586472044","518","Coffee shop","4.5","starbucks.ph"
"34","Seattle's Best Coffee - NAIA Passenger Terminal 4","","","Manila Domestic Passenger Terminal, Pasay Manila Domestic Air, Metro Ma Pasay Metro Manila PH 1301, Domestic Rd, Pasay, Metro Manila","Thursday:[2:30 AM–9 PM],Friday:[2:30 AM–9 PM],Saturday:[2:30 AM–9 PM],Sunday:[2:30 AM–9 PM],Monday:[2:30 AM–9 PM],Tuesday:[2:30 AM–9 PM],Wednesday:[2:30 AM–9 PM]","https://www.google.com/maps?cid=17719639580144521498","43","Coffee shop","3","null"
"35","Lebertad pasay","","","GXWX+8WW, Pasay, Metro Manila","","https://www.google.com/maps?cid=9081013454846415708","null","Coffee shop","null","null"
"36","PICKUP COFFEE - One E-com Center, Pasay","","","GF, One Ecom Center, Harbor Dr, Pasay, Metro Manila","Thursday:[Open 24 hours],Friday:[Open 24 hours],Saturday:[Open 24 hours],Sunday:[Open 24 hours],Monday:[Open 24 hours],Tuesday:[Open 24 hours],Wednesday:[Open 24 hours]","https://www.google.com/maps?cid=8363436561196611043","13","Coffee shop","4.1","pickup-coffee.com"
"37","Cafe Mediterranean, The","","","F &amp; B 4/F Newport City Vab Brgy. 183, Pasay, Metro Manila","Thursday:[10 AM–9:30 PM],Friday:[10 AM–9:30 PM],Saturday:[10 AM–9:30 PM],Sunday:[10 AM–9:30 PM],Monday:[10 AM–9:30 PM],Tuesday:[10 AM–9:30 PM],Wednesday:[10 AM–9:30 PM]","https://www.google.com/maps?cid=17872722313195942879","null","Cafe,Restaurant","null","null"
"38","Bru Coffee Bar","","0288339999","Lobby Level, Seaside Boulevard, Coral Way, Pasay, 1300 Metro Manila","Thursday:[9 AM–6 PM],Friday:[9 AM–6 PM],Saturday:[9 AM–6 PM],Sunday:[9 AM–6 PM],Monday:[9 AM–6 PM],Tuesday:[9 AM–6 PM],Wednesday:[9 AM–6 PM]","https://www.google.com/maps?cid=13029946397131227439","4","Cafe","4.8","eatdrinkhilton.com"
"39","Bluesmith Coffee","","","Ninoy Aquino International Airport, NAIA Terminal 3, 1301 Andrews Ave, Pasay, Metro Manila","Thursday:[2 AM–12 AM],Friday:[2 AM–12 AM],Saturday:[2 AM–12 AM],Sunday:[2 AM–12 AM],Monday:[2 AM–12 AM],Tuesday:[2 AM–12 AM],Wednesday:[2 AM–12 AM]","https://www.google.com/maps?cid=11353363129499449809","25","Coffee shop","2.6","null"
"40","Daniel's Coffee Pasay city","danielsapalit19@gmail.com","","1, Pasay, Metro Manila","","https://www.google.com/maps?cid=12026754823968790470","2","Coffee shop","4","danielscoffee.ph"
