"Id","Place name","Email","Phone","Address","Hours","Location","Reviews count","Category","Total score","website"
"11","San Gabriel 2 Elementary School","","0466968844","147 Congressional Rd, M. Memite, General Mariano Alvarez, 4117 Cavite","Thursday:[7 AM–5 PM],Friday:[7 AM–5 PM],Saturday:[Closed],Sunday:[Closed],Monday:[7 AM–5 PM],Tuesday:[7 AM–5 PM],Wednesday:[7 AM–5 PM]","https://www.google.com/maps?cid=11501879883972808237","16","Elementary school","3.9","null"
"12","Victorious Christian Montessori","","","72Q3+WJ8, 323 Congressional Rd, General Mariano Alvarez, Cavite","","https://www.google.com/maps?cid=841853817814439625","6","Primary school","2","null"
"13","SAN GABRIEL 3 ELEMENTARY SCHOOL","","","8267+36Q, General Mariano Alvarez, Cavite","Thursday:[7 AM–4 PM],Friday:[7 AM–4 PM],Saturday:[Closed],Sunday:[Closed],Monday:[7 AM–4 PM],Tuesday:[7 AM–4 PM],Wednesday:[7 AM–4 PM]","https://www.google.com/maps?cid=6827276889635141381","5","University","4.6","null"
"14","Legion Of Mary Learning Institute","","","72V2+3F2, General Mariano Alvarez, Cavite","","https://www.google.com/maps?cid=11156864382066527630","null","Elementary school","null","null"
"15","Grace of Christ Christian School","","","Blk12, lot 113 kamatis street, General Mariano Alvarez, 4117 Cavite","Thursday:[8 AM–5 PM],Friday:[8 AM–5 PM],Saturday:[Closed],Sunday:[Closed],Monday:[8 AM–5 PM],Tuesday:[8 AM–5 PM],Wednesday:[8 AM–5 PM]","https://www.google.com/maps?cid=13008795090393625855","2","School","3.5","null"
"16","Vessel of Wisdom Christian School","","0468902677","258 Mt. Mayon J.P. Elises, General Mariano Alvarez, Cavite","Thursday:[6:45 AM–5 PM],Friday:[6:45 AM–5 PM],Saturday:[Closed],Sunday:[Closed],Monday:[6:45 AM–5 PM],Tuesday:[6:45 AM–5 PM],Wednesday:[6:45 AM–5 PM]","https://www.google.com/maps?cid=12628275849595058826","1","Private educational institution","5","null"
"17","Archangel Barachiel Center for Development Inc.","","09232330330","117-118 Biology St. Brgy. Inocencio Salud, General Mariano Alvarez, 4117 Cavite","Thursday:[7 AM–5 PM],Friday:[7 AM–5 PM],Saturday:[Closed],Sunday:[Closed],Monday:[7 AM–5 PM],Tuesday:[7 AM–5 PM],Wednesday:[7 AM–5 PM]","https://www.google.com/maps?cid=8013560510479357687","1","Private educational institution","5","facebook.com"
"18","Vox Dei Academy","","0462310545","A.L Ignacio, Poblacion 1, General Mariano Alvarez, 4117 Cavite","Thursday:[7 AM–5 PM],Friday:[7 AM–5 PM],Saturday:[Closed],Sunday:[Closed],Monday:[7 AM–5 PM],Tuesday:[7 AM–5 PM],Wednesday:[7 AM–5 PM]","https://www.google.com/maps?cid=1790550515582493590","12","School","3.8","null"
"19","D' Little Angels Christian School","","09177388145","B5 L2 Teachers Village, General Mariano Alvarez, Cavite","","https://www.google.com/maps?cid=8807915745682810503","null","School","null","null"
"20","Evangelical Christian School Foundation Inc.","","0285564251","Block 1 Lot 6 Barangay Nicola Virata, General Mariano Alvarez, 4117 Cavite","Thursday:[8 AM–4 PM],Friday:[8 AM–4 PM],Saturday:[Closed],Sunday:[Closed],Monday:[8 AM–4 PM],Tuesday:[8 AM–4 PM],Wednesday:[8 AM–4 PM]","https://www.google.com/maps?cid=14964644115506798806","null","Private educational institution","null","null"
