"Id","Place name","Email","Phone","Address","Hours","Location","Reviews count","Category","Total score","website"
"11","Golden Values School","","","2 , 1718, 26 V Buencamino St, Parañaque, Metro Manila","","https://www.google.com/maps?cid=10460086865960714867","null","School","null","goldenvaluesschool.com"
"12","LH Montessori High Inc.","","0288261485","39 Press Drive, 4th Estate subdivision, Parañaque, Metro Manila, 3 Font, San Antonio, Parañaque, Metro Manila","Thursday:[8 AM–4 PM],Friday:[8 AM–4 PM],Saturday:[8 AM–12 PM],Sunday:[Closed],Monday:[8 AM–4 PM],Tuesday:[8 AM–4 PM],Wednesday:[8 AM–4 PM]","https://www.google.com/maps?cid=14129586401649855356","11","Private educational institution,High school,Preschool,Primary school,Senior high school","4.1","null"
"13","St. John Paul II Academy","info@stjohnpaul2academy.edu.ph","0288230519","Marimar 2 Village, 4917 Gladiola, Parañaque, 1700 Metro Manila","Thursday:[7 AM–4 PM],Friday:[7 AM–4 PM],Saturday:[8 AM–12 PM],Sunday:[Closed],Monday:[7 AM–4 PM],Tuesday:[7 AM–4 PM],Wednesday:[7 AM–4 PM]","https://www.google.com/maps?cid=3526251550856041029","35","Private educational institution,Higher secondary school,Preparatory school,Primary school","5","stjohnpaul2academy.edu.ph"
"14","Le-Sil Montessori School","","","F2C5+FG5, Dr Arcadio Santos Ave, San Isidro, Parañaque, 1700 Metro Manila","","https://www.google.com/maps?cid=16305697434852031382","4","School","3.8","null"
"15","Veritas Parochial School","","0288424158","C2WH+H59, J. L. Escoda St, Parañaque, Metro Manila","","https://www.google.com/maps?cid=6073912528115843367","3","School","5","null"
"16","John Shannon Montessori","","0288262654","34 President Quezon Street, Teoville Subdivision, Sucat Road, Paranaque City, Parañaque, 1600","Thursday:[8 AM–4 PM],Friday:[8 AM–4 PM],Saturday:[Closed],Sunday:[Closed],Monday:[8 AM–4 PM],Tuesday:[8 AM–4 PM],Wednesday:[8 AM–4 PM]","https://www.google.com/maps?cid=3512600230846421763","7","Private educational institution,Montessori school","4.1","johnshannonmontessori.com"
"17","Australian International School, Parañaque","","09175258109","8428 Dr Arcadio Santos Ave, San Antonio, Parañaque, Metro Manila","Thursday:[7:30 AM–4:30 PM],Friday:[7:30 AM–4:30 PM],Saturday:[7 AM–5 PM],Sunday:[7 AM–5 PM],Monday:[7:30 AM–4:30 PM],Tuesday:[7:30 AM–4:30 PM],Wednesday:[7:30 AM–4:30 PM]","https://www.google.com/maps?cid=8414369910405558865","5","School","5","aismanila.org"
"18","Parañaque","","","F29J+47X, San Antonio, Parañaque, Metro Manila","","https://www.google.com/maps?cid=14194475093369985919","1","High school","5","null"
"19","The Master's Academy Regular School","","0288222083","West Serv, Km 16 W Service Rd, Parañaque, 1709 Metro Manila","Thursday:[7 AM–4 PM],Friday:[7 AM–4 PM],Saturday:[Closed],Sunday:[Closed],Monday:[7 AM–4 PM],Tuesday:[7 AM–4 PM],Wednesday:[7 AM–4 PM]","https://www.google.com/maps?cid=2964169612021822757","7","School","4.4","themastersacademyparanaque.com"
"20","Golden Achievers Academy of Parañaque","inquiry@goldenachieversacademy.com","0288214082","Annex 35, Andrew, Betterliving, Parañaque, 1700 Metro Manila","","https://www.google.com/maps?cid=223817814871791760","18","School","4.5","goldenachieversacademy.com"
