"Id","Place name","Email","Phone","Address","Hours","Location","Reviews count","Category","Total score","website"
"11","Yurakuen japanese restaurant","","0285283000","1570, 1004 Del Pilar St, Malate, Manila, Metro Manila","Thursday:[11 AM–10 PM],Friday:[11 AM–10 PM],Saturday:[11 AM–10 PM],Sunday:[11 AM–10 PM],Monday:[11 AM–10 PM],Tuesday:[11 AM–10 PM],Wednesday:[11 AM–10 PM]","https://www.google.com/maps?cid=10805745336276762778","143","Restaurant","4.6","null"
"12","BAMBU INTRAMUROS CORP.","","09178393183","National Press Club bldg 423, 1002 Magallanes Dr, Intramuros, Manila, 1002 Metro Manila","Thursday:[3 PM–12 AM],Friday:[3 PM–12 AM],Saturday:[3 PM–12 AM],Sunday:[Closed],Monday:[3 PM–12 AM],Tuesday:[3 PM–12 AM],Wednesday:[3 PM–12 AM]","https://www.google.com/maps?cid=8815891529874510692","173","Restaurant","4.2","null"
"13","ELR Refreshment & Restaurant","","","1109 J Bocobo St, Malate Manila","Thursday:[11 AM–10 PM],Friday:[11 AM–10 PM],Saturday:[11 AM–10 PM],Sunday:[11 AM–10 PM],Monday:[11 AM–10 PM],Tuesday:[11 AM–10 PM],Wednesday:[11 AM–10 PM]","https://www.google.com/maps?cid=18139313589223227509","null","Fine dining restaurant,Restaurant","null","null"
"14","Cafe Adriatico","","0285237924","1790 Adriatico St, Malate, Manila, 1004 Metro Manila","Thursday:[7 AM–10 PM],Friday:[7 AM–10 PM],Saturday:[7 AM–10 PM],Sunday:[7 AM–10 PM],Monday:[7 AM–10 PM],Tuesday:[7 AM–10 PM],Wednesday:[7 AM–10 PM]","https://www.google.com/maps?cid=7181063654265956058","1117","Restaurant","4.5","facebook.com"
"15","Manam","","0283620618","Robinsons Place, L1 Midtown Wing, Pedro Gil St, Ermita, Manila","Thursday:[10 AM–10 PM],Friday:[10 AM–10 PM],Saturday:[10 AM–10 PM],Sunday:[10 AM–10 PM],Monday:[10 AM–10 PM],Tuesday:[10 AM–10 PM],Wednesday:[10 AM–10 PM]","https://www.google.com/maps?cid=5253804237883692686","1118","Filipino restaurant","4.8","momentgroup.ph"
"16","Mabuhay Place-Manila Hotel","","","Ground Floor, Manila Hotel, One Rizal Park, Ermita, Manila, 1000 Metro Manila","Thursday:[10 AM–10 PM],Friday:[10 AM–10 PM],Saturday:[10 AM–10 PM],Sunday:[10 AM–10 PM],Monday:[10 AM–10 PM],Tuesday:[10 AM–10 PM],Wednesday:[10 AM–10 PM]","https://www.google.com/maps?cid=8921385297507631720","42","Restaurant","4.7","null"
"17","Delicious Restaurant","","0287330401","580 F. Torres St, Santa Cruz, Manila, 1008 Metro Manila","Thursday:[10 AM–9:30 PM],Friday:[10 AM–9:30 PM],Saturday:[10 AM–9:30 PM],Sunday:[10 AM–9:30 PM],Monday:[10 AM–9:30 PM],Tuesday:[10 AM–9:30 PM],Wednesday:[10 AM–9:30 PM]","https://www.google.com/maps?cid=9342371342840551979","952","Restaurant","4.3","null"
"18","Bambu Intramuros Art Bar and Restaurant","","0253101477","423 Magallanes Dr, Intramuros, Manila, 1002 Magallanes Dr, Intramuros, Manila, 1002 Metro Manila","Thursday:[3 PM–12 AM],Friday:[3 PM–12 AM],Saturday:[3 PM–12 AM],Sunday:[Closed],Monday:[3 PM–12 AM],Tuesday:[3 PM–12 AM],Wednesday:[3 PM–12 AM]","https://www.google.com/maps?cid=10792523596905706750","175","Restaurant","4.3","null"
"19","Market Cafe","contactus@newcoasthotels.com","0282526888","3rd Floor New Coast Hotel Manila 1588 Pedro Gil, corner Del Pilar St, Malate, Manila, 1004 Metro Manila","Thursday:[6 AM–10 PM],Friday:[6 AM–10 PM],Saturday:[6 AM–10 PM],Sunday:[6 AM–10 PM],Monday:[6 AM–10 PM],Tuesday:[6 AM–10 PM],Wednesday:[6 AM–10 PM]","https://www.google.com/maps?cid=2625309164431007293","441","Restaurant,Buffet restaurant,Chinese restaurant,Filipino restaurant,Japanese restaurant,Western restaurant","4.4","newcoasthotels.com"
"20","Red Jade - 红玉","","","HXMF+HMC, Manila Hotel, One Rizal Park, Maynila","Thursday:[11 AM–3 PM],Friday:[11 AM–3 PM],Saturday:[11 AM–3 PM],Sunday:[11 AM–3 PM],Monday:[11 AM–3 PM],Tuesday:[11 AM–3 PM],Wednesday:[11 AM–3 PM]","https://www.google.com/maps?cid=961725509640192427","63","Chinese restaurant","4.4","null"
