"Id","Place name","Email","Phone","Address","Hours","Location","Reviews count","Category","Total score","website"
"11","San Juan Nepomuceno School, Inc.","","","826 Apelo Cruz Ext, Malibay, Pasay, Metro Manila","","https://www.google.com/maps?cid=1982777799742606769","1","School","5","null"
"12","Domini Angelicus Integrated School Inc.","","0288537371","36 Clemente Jose, Malibay, Pasay, 1300 Kalakhang Maynila","Thursday:[7 AM–5 PM],Friday:[7 AM–5 PM],Saturday:[Closed],Sunday:[Closed],Monday:[7 AM–5 PM],Tuesday:[7 AM–5 PM],Wednesday:[7 AM–5 PM]","https://www.google.com/maps?cid=14290074114322487986","7","Elementary school,Preschool,School","4.7","facebook.com"
"13","Pasay Alliance Christian School","","0285418867","533 Cementina St. Libertad Ext, 66 Zone 8, Pasay, 1300 Metro Manila","","https://www.google.com/maps?cid=6608675929228469845","1","School","5","pasayalliance.blogspot.co.id"
"14","APEC Schools - Roxas Boulevard","","09212253350","GXWR+7JW, Arnaiz Ave. Cor. Roxas Blvd., Pasay City, Pasay, Kalakhang Maynila","","https://www.google.com/maps?cid=6728905633270194054","11","School","3.8","null"
"15","Eton International School CCP Campus","admissions@eton.edu.ph","09176314547","Eton International School, CCP Complex, Roxas Blvd, Pasay, 1300 Metro Manila","Thursday:[8 AM–5 PM],Friday:[8 AM–5 PM],Saturday:[Closed],Sunday:[Closed],Monday:[8 AM–5 PM],Tuesday:[8 AM–5 PM],Wednesday:[8 AM–5 PM]","https://www.google.com/maps?cid=7046129032899245582","1","International school","5","eton.edu.ph"
"16","Apolinario Mabini High School","","","GXXX+HCJ, Taft Avenue corner Menlo Street, Pasay City, Metro Manila, Pasay","","https://www.google.com/maps?cid=12892748315223245237","2","High school","5","null"
"17","Philippine Pasay Chung Hua Academy","","","2269 A.Luna, Pasay, 1300 Metro Manila","","https://www.google.com/maps?cid=3754907964281599707","24","School","4.3","edukasyon.ph"
"18","San Isidro Catholic School","","0285244871","1830 Taft Ave, Pasay, Metro Manila","","https://www.google.com/maps?cid=11051509881824338114","15","School","4.5","null"
"19","Grace Christian Community School","","0288516764","754 Vitales, Malibay, Pasay, Kalakhang Maynila","","https://www.google.com/maps?cid=7664349464429601291","7","Community school","4.3","null"
"20","Don Carlos Village Elementary School","","0288340262","G2M2+F65, Pasay, Metro Manila","Thursday:[7 AM–5 PM],Friday:[7 AM–5 PM],Saturday:[Closed],Sunday:[Closed],Monday:[7 AM–5 PM],Tuesday:[7 AM–5 PM],Wednesday:[7 AM–5 PM]","https://www.google.com/maps?cid=7075529244891149494","15","Elementary school","3.9","null"
