"Id","Place name","Email","Phone","Address","Hours","Location","Reviews count","Category","Total score","website"
"11","APEC Schools - Las Piñas","agileinfo@apecschools.edu.ph","09952507604","E.T. Building 5, Lot 3 Naga Rd, Las Piñas, Kalakhang Maynila","","https://www.google.com/maps?cid=6323794210658774611","13","School","4.7","apecschools.edu.ph"
"12","Las Piñas CAA National High School","","","FX4X+WFH, Las Piñas, Metro Manila","","https://www.google.com/maps?cid=1342888624945609059","11","School","4.4","null"
"13","Brentwood Academy of Las Piñas","","0283505321","FX7P+JC8, J. Hernandez, San Antonio Valley 7, Las Piñas, 1742 Kalakhang Maynila","Thursday:[9 AM–4 PM],Friday:[9 AM–4 PM],Saturday:[9 AM–12 PM],Sunday:[Closed],Monday:[9 AM–4 PM],Tuesday:[9 AM–4 PM],Wednesday:[9 AM–4 PM]","https://www.google.com/maps?cid=10862144591537046373","5","School","3.4","null"
"14","Golden Acres National High School","","","CX9X+829, Talon Uno, Las Piñas, 1747 Metro Manila","","https://www.google.com/maps?cid=6426503021466104188","41","High school","4.7","edukasyon.ph"
"15","Don Carlo Cavina School (Senior High School and College Campus)","official.doncarlocavinaschool@gmail.com","0288050319","C2J2+J6G, Las Piñas, 1747 Metro Manila","","https://www.google.com/maps?cid=17143915157259411991","3","School","4.7","doncarlocavinaschool.com"
"16","Camella School Inc.","","0288727410","3-A, No. 4 Lira, 1740 Camella Dr, Las Piñas, 1746 Metro Manila","Thursday:[8 AM–4 PM],Friday:[8 AM–4 PM],Saturday:[8:30 AM–12 PM],Sunday:[Closed],Monday:[8 AM–4 PM],Tuesday:[8 AM–4 PM],Wednesday:[8 AM–4 PM]","https://www.google.com/maps?cid=9828970620042560241","10","School","4.5","null"
"17","Las Piñas Montessori School","admission@lpms.edu.ph","0288462399","25 Gumamela st, cor Dama De Noche St, Las Piñas, 1770 Metro Manila","Thursday:[8 AM–5 PM],Friday:[8 AM–5 PM],Saturday:[Closed],Sunday:[Closed],Monday:[8 AM–5 PM],Tuesday:[8 AM–5 PM],Wednesday:[8 AM–5 PM]","https://www.google.com/maps?cid=3010556714862617120","7","School","4.1","lpms.edu.ph"
"18","St. Joseph's Academy of Las Piñas","","09190648752","St. Joseph's Academy, Padre Diego Cera Ave, Las Piñas, 1740 Metro Manila","Thursday:[7 AM–4 PM],Friday:[7 AM–4 PM],Saturday:[Closed],Sunday:[Closed],Monday:[7 AM–4 PM],Tuesday:[7 AM–4 PM],Wednesday:[7 AM–4 PM]","https://www.google.com/maps?cid=16415003679128794753","1","School","4","josephians.edu.ph"
"19","St. Michael's School Inc.","","0288720911","54 Calla Lily Street, 1742 St Rita, Vergonville Subdivision, Las Piñas, Metro Manila","","https://www.google.com/maps?cid=8341850396756124219","11","School","4.8","smsi.edu.ph"
"20","Our Lady of Loreto Catholic School of Las Pinas, Incorporated","","0288746392","Pamplona 3, Manuela I,Dona Manuela Subdivision, 18 Elena Gold, Las Pinas, Las Piñas, 1740 Metro Manila","","https://www.google.com/maps?cid=6033455228595032647","5","School","5","null"
