"Id","Place name","Email","Phone","Address","Hours","Location","Reviews count","Category","Total score","website"
"21","Sukhumvit Thai Restaurant","","09127104694","64 Gloria Diaz, Las Piñas, 1747 Metro Manila","Thursday:[10 AM–10 PM],Friday:[10 AM–10 PM],Saturday:[10 AM–10 PM],Sunday:[10 AM–10 PM],Monday:[10 AM–10 PM],Tuesday:[10 AM–10 PM],Wednesday:[10 AM–10 PM]","https://www.google.com/maps?cid=5177116779245392996","30","Thai restaurant","4.3","business.site"
"22","Tara Liempo Drive","","09663626256","44 BF Resort Dr, Las Piñas, 1747 Metro Manila","Thursday:[12 PM–3 AM],Friday:[11 AM–3 AM],Saturday:[11 AM–3 AM],Sunday:[12 PM–3 AM],Monday:[12 PM–3 AM],Tuesday:[12 PM–3 AM],Wednesday:[12 PM–3 AM]","https://www.google.com/maps?cid=3056499579687669106","30","Restaurant","3.7","null"
"23","Sambo Kojin - SM Southmall","","0285117853","C2J6+P6V, Almanza Uno, Las Piñas, Metro Manila","Thursday:[11 AM–2:30 PM],Friday:[10 AM–10 PM],Saturday:[10 AM–10 PM],Sunday:[10 AM–10 PM],Monday:[11 AM–2:30 PM],Tuesday:[11 AM–2:30 PM],Wednesday:[11 AM–2:30 PM]","https://www.google.com/maps?cid=13160291392942734173","1120","Buffet restaurant","4.3","sambokojin.com"
"24","Maong's Grill Las Piñas","","09271890812","Suki Market, KM 20 Alabang–Zapote Rd, Las Piñas, 1740 Metro Manila","Thursday:[10 AM–10 PM],Friday:[10 AM–10 PM],Saturday:[10 AM–10 PM],Sunday:[10 AM–10 PM],Monday:[10 AM–10 PM],Tuesday:[10 AM–10 PM],Wednesday:[10 AM–10 PM]","https://www.google.com/maps?cid=7010422457208467273","3","Grill","5","null"
"25","Rancho Lorenzo","","09082643366","CXRR+P87, Gloria Diaz St, BF Resort Village, Talon 2, Las Piñas, 1747 Metro Manila","Thursday:[1–10 PM],Friday:[11 AM–10 PM],Saturday:[11 AM–10 PM],Sunday:[11 AM–10 PM],Monday:[11 AM–10 PM],Tuesday:[11 AM–10 PM],Wednesday:[11 AM–10 PM]","https://www.google.com/maps?cid=9819801567257777344","94","Restaurant","4.4","null"
"26","Fredo by Zucchero","","09158803555","3 Vatican City Dr, Las Piñas, 1747 Metro Manila","Thursday:[10 AM–10 PM],Friday:[10 AM–10 PM],Saturday:[10 AM–10 PM],Sunday:[10 AM–10 PM],Monday:[10 AM–10 PM],Tuesday:[10 AM–10 PM],Wednesday:[10 AM–10 PM]","https://www.google.com/maps?cid=646747145616973612","87","Restaurant","4.3","null"
"27","Tablo Kitchen x Cafe South | Las Piñas","","0282884160","3 L. Hernandez Avene, Almanza Uno, Las Piñas, 1740, Las Piñas, 1747 Metro Manila","Thursday:[11 AM–10 PM],Friday:[11 AM–10 PM],Saturday:[10 AM–10 PM],Sunday:[10 AM–10 PM],Monday:[11 AM–10 PM],Tuesday:[11 AM–10 PM],Wednesday:[11 AM–10 PM]","https://www.google.com/maps?cid=2181972010915040155","270","Restaurant","4.8","tablokitchenxcafe.com"
"28","Eros Restaurant","","0287887322","F222+HH2, Tropical Ave, Las Piñas, Metro Manila","Thursday:[Open 24 hours],Friday:[Open 24 hours],Saturday:[Open 24 hours],Sunday:[Open 24 hours],Monday:[Open 24 hours],Tuesday:[Open 24 hours],Wednesday:[Open 24 hours]","https://www.google.com/maps?cid=2494613738503376513","331","Restaurant","4.3","null"
"29","Damgo Kitchen","","09813759322","67 Judge B Tan Sr Ave, BF Resort Dr, Village, Las Piñas, 1747 Metro Manila","Thursday:[11 AM–10 PM],Friday:[11 AM–10 PM],Saturday:[11 AM–10 PM],Sunday:[11 AM–10 PM],Monday:[11 AM–10 PM],Tuesday:[11 AM–10 PM],Wednesday:[11 AM–10 PM]","https://www.google.com/maps?cid=730124823370706820","52","Restaurant","4.7","facebook.com"
"30","SISIGSARADA Las Piñas","","09274974696","Km. 17 Place, 773 Alabang–Zapote Rd, Las Piñas, 1747 Metro Manila","Thursday:[11 AM–12 AM],Friday:[10 AM–4 AM],Saturday:[10 AM–4 AM],Sunday:[10 AM–4 AM],Monday:[11 AM–9 PM],Tuesday:[11 AM–9 PM],Wednesday:[11 AM–9 PM]","https://www.google.com/maps?cid=7903624148458550387","12","Fast food restaurant","3.8","null"
"31","Sinugba Food House","","25400045","319, BF Resort Drive, Barangay Talon, Las Piñas, 1747 Metro Manila","Thursday:[10 AM–9 PM],Friday:[10 AM–9 PM],Saturday:[10 AM–9 PM],Sunday:[10 AM–9 PM],Monday:[10 AM–9 PM],Tuesday:[10 AM–9 PM],Wednesday:[10 AM–9 PM]","https://www.google.com/maps?cid=9737518290723824539","null","Filipino restaurant","null","null"
"32","Reyes Barbecue","","0288940304","Unit# G - 82, Alabang–Zapote Rd, Las Piñas, 1747 Metro Manila","Thursday:[11 AM–9 PM],Friday:[11 AM–9 PM],Saturday:[11 AM–9 PM],Sunday:[10 AM–10 PM],Monday:[11 AM–9 PM],Tuesday:[11 AM–9 PM],Wednesday:[11 AM–9 PM]","https://www.google.com/maps?cid=11118834175885142094","4","Filipino restaurant","4.8","null"
"33","Hungry Shrimp Ph","","09776493319","B25 L16, Vatican City Dr, Las Piñas, 1747 Metro Manila","Thursday:[11 AM–8 PM],Friday:[11 AM–8 PM],Saturday:[11 AM–8 PM],Sunday:[11 AM–8 PM],Monday:[Closed],Tuesday:[11 AM–8 PM],Wednesday:[11 AM–8 PM]","https://www.google.com/maps?cid=8027776449945539253","49","Seafood restaurant,Restaurant","4.6","facebook.com"
"34","HAKKA Modern Cuisine","","09165583962","2nd floor Metro Towne Center Mall 2020, Marcos Alvarez Ave, Las Piñas, Metro Manila","Thursday:[11:30 AM–2 PM],Friday:[11:30 AM–2 PM],Saturday:[11:30 AM–2 PM],Sunday:[11:30 AM–2 PM],Monday:[11:30 AM–2 PM],Tuesday:[11:30 AM–2 PM],Wednesday:[11:30 AM–2 PM]","https://www.google.com/maps?cid=1823119758177086567","14","Restaurant","4.6","facebook.com"
"35","Lido Cocina Tsina","","0288885436","262 Alabang–Zapote Rd, Talon Uno, Las Piñas, 1747 Metro Manila","Thursday:[7:30 AM–9 PM],Friday:[7:30 AM–9 PM],Saturday:[7:30 AM–9 PM],Sunday:[7:30 AM–9 PM],Monday:[7:30 AM–9 PM],Tuesday:[7:30 AM–9 PM],Wednesday:[7:30 AM–9 PM]","https://www.google.com/maps?cid=11225591722715769245","61","Chinese restaurant,Delivery Chinese restaurant","4.1","lidodelivery.com"
"36","Kenshin Japanese Izakaya Restaurant ( Vista Mall Las Piñas)","","09171200672","Vista Mall, G F Starr Ave, Las Piñas, Metro Manila","Thursday:[11 AM–9 PM],Friday:[11 AM–10 PM],Saturday:[11 AM–10 PM],Sunday:[11 AM–10 PM],Monday:[11 AM–9 PM],Tuesday:[11 AM–9 PM],Wednesday:[11 AM–9 PM]","https://www.google.com/maps?cid=6885983342484597206","135","Japanese restaurant","4.3","null"
"37","KAIJO Steaks & Ramen","","09458456690","41 Gloria Diaz, Las Piñas, 1747 Metro Manila","Thursday:[11 AM–9:30 PM],Friday:[11 AM–9:30 PM],Saturday:[11 AM–9:30 PM],Sunday:[11 AM–9:30 PM],Monday:[11 AM–9:30 PM],Tuesday:[11 AM–9:30 PM],Wednesday:[11 AM–9:30 PM]","https://www.google.com/maps?cid=13948677378078788910","296","Authentic Japanese restaurant","4.4","facebook.com"
"38","Mang Raul's BBQ Haus","","","93 CRM Ave, Almanza Dos, Las Piñas, 1750 Metro Manila","Thursday:[2–9 PM],Friday:[2–9 PM],Saturday:[2–9 PM],Sunday:[2–9 PM],Monday:[Closed],Tuesday:[2–9 PM],Wednesday:[2–9 PM]","https://www.google.com/maps?cid=11342333250422593319","616","BBQ area,Barbecue restaurant","4.4","null"
"39","Tyo Paeng Nyo Restaurant","","","316 Real Street, Las Piñas, 1747 Metro Manila","Thursday:[8:30 AM–11 PM],Friday:[8:30 AM–11 PM],Saturday:[8:30 AM–11 PM],Sunday:[8:30 AM–11 PM],Monday:[8:30 AM–11 PM],Tuesday:[8:30 AM–11 PM],Wednesday:[8:30 AM–11 PM]","https://www.google.com/maps?cid=11327044384655683352","7","Filipino restaurant","4.4","null"
"40","Sachon Asian Cuisine","","09399014028","27 BF Resort Dr, Las Piñas, 1747 Metro Manila","Thursday:[11 AM–9 PM],Friday:[11 AM–9 PM],Saturday:[11 AM–9 PM],Sunday:[11 AM–9 PM],Monday:[11 AM–9 PM],Tuesday:[11 AM–9 PM],Wednesday:[11 AM–9 PM]","https://www.google.com/maps?cid=6385866655064525988","244","Korean barbecue restaurant,Korean restaurant","4.2","facebook.com"
