"Id","Place name","Email","Phone","Address","Hours","Location","Reviews count","Category","Total score","website"
"11","CP Brews","","09053145082","2nd flr. Unit 7 Blk.3 Lot 9 Phase 2 Basa St. cor, Avenida Rizal, Bacoor, Cavite","Thursday:[12–10 PM],Friday:[12–10 PM],Saturday:[12–10 PM],Sunday:[12–10 PM],Monday:[Closed],Tuesday:[12–10 PM],Wednesday:[12–10 PM]","https://www.google.com/maps?cid=4768384600130543376","8","Coffee shop","4.6","facebook.com"
"12","High Street Café","","09458553144","Molino Street, Bacoor, 4102 Cavite","Thursday:[9 AM–9 PM],Friday:[9 AM–9 PM],Saturday:[9 AM–9 PM],Sunday:[9 AM–9 PM],Monday:[9 AM–9 PM],Tuesday:[9 AM–9 PM],Wednesday:[9 AM–9 PM]","https://www.google.com/maps?cid=5529196467279544770","3","Cafe","4.3","facebook.com"
"13","Padyak Kafe Cafe Headquarters","","","98 Avenida Rizal, Bacoor, Cavite","Thursday:[2–11 PM],Friday:[2–11 PM],Saturday:[2–11 PM],Sunday:[2–11 PM],Monday:[2–11 PM],Tuesday:[2–11 PM],Wednesday:[2–11 PM]","https://www.google.com/maps?cid=4328772845341731176","3","Coffee shop","5","null"
"14","The Crossing Cafe","","","9XHW+WQC, Daang Hari Road, Molino IV, Bacoor, Cavite","Thursday:[8 AM–11 PM],Friday:[8 AM–11:59 PM],Saturday:[8 AM–11:59 PM],Sunday:[8 AM–11:59 PM],Monday:[8 AM–11 PM],Tuesday:[8 AM–11 PM],Wednesday:[8 AM–11 PM]","https://www.google.com/maps?cid=16838968225934006561","440","Cafe","3.9","facebook.com"
"15","Roma","","09190838689","Niog Road, corner Molino Blvd, Bacoor, 4102 Cavite","Thursday:[10 AM–9 PM],Friday:[10 AM–9 PM],Saturday:[10 AM–11 PM],Sunday:[10 AM–11 PM],Monday:[10 AM–9 PM],Tuesday:[10 AM–9 PM],Wednesday:[10 AM–9 PM]","https://www.google.com/maps?cid=14124736316976952899","187","Cafe","4.2","null"
"16","cafe 7teen","","","Block 4 lot 7 atis st corner springville ave, west 2 camella springville, Molino III, Bacoor, 4102 Cavite","Thursday:[2–10 PM],Friday:[2–10 PM],Saturday:[2–10 PM],Sunday:[2–10 PM],Monday:[2–10 PM],Tuesday:[Closed],Wednesday:[2–10 PM]","https://www.google.com/maps?cid=13913510956167958921","66","Cafe","5","facebook.com"
"17","Olkaffe","","","Bellazona Aragon Basketball Court, Blk 7 Lot 1 Nuestra Cor. Barcelona st, Molino III, Bacoor","Thursday:[3–9 PM],Friday:[3–9 PM],Saturday:[3–9 PM],Sunday:[3–9 PM],Monday:[3–9 PM],Tuesday:[3–9 PM],Wednesday:[3–9 PM]","https://www.google.com/maps?cid=9932828465955933381","null","Coffee shop","null","null"
"18","D’ Hideout Cafe","","09506780553","BLK 28 L 42, CAMELLA SPRINGVILLE, Molino III, Bacoor, 4102 Cavite","Thursday:[8 AM–10 PM],Friday:[8 AM–10 PM],Saturday:[8 AM–10 PM],Sunday:[8 AM–10 PM],Monday:[10 AM–10 PM],Tuesday:[8 AM–10 PM],Wednesday:[8 AM–10 PM]","https://www.google.com/maps?cid=13897281346952148651","1","Cafe","5","null"
"19","Victorious Café @ Balai Uma","","","9XWJ+858, Molino III, Bacoor, Cavite","Thursday:[12:01 AM–11:59 PM],Friday:[12:01 AM–11:59 PM],Saturday:[12:01 AM–11:59 PM],Sunday:[12:01 AM–11:59 PM],Monday:[12:01 AM–11:59 PM],Tuesday:[12:01 AM–11:59 PM],Wednesday:[12:01 AM–11:59 PM]","https://www.google.com/maps?cid=15444577653898332433","11","Coffee shop","5","null"
"20","Le Sage Kitchen","","09175729346","2f dunamis commerçial complex, Daang Hari Road, Molino III, Bacoor, Cavite","Thursday:[9:30 AM–8 PM],Friday:[9:30 AM–8 PM],Saturday:[9:30 AM–8 PM],Sunday:[9:30 AM–8 PM],Monday:[9:30 AM–8 PM],Tuesday:[9:30 AM–8 PM],Wednesday:[9:30 AM–8 PM]","https://www.google.com/maps?cid=12186877191050164544","3","Coffee shop","3.7","null"
