"Id","Place name","Email","Phone","Address","Hours","Location","Reviews count","Category","Total score","website"
"14","Famu Filipino Farm to Table","","09171866262","Beside Phoenix Gas station, Purok 5 Santa Rosa - Tagaytay Rd, Silang, 4118 Cavite","Thursday:[11 AM–9 PM],Friday:[11 AM–9 PM],Saturday:[10 AM–10 PM],Sunday:[10 AM–10 PM],Monday:[11 AM–9 PM],Tuesday:[11 AM–9 PM],Wednesday:[11 AM–9 PM]","https://www.google.com/maps?cid=9648656050381577041","102","Restaurant","4.8","facebook.com"
"15","MugniPie","","0468404092","Mugnipie, Kapitan Sayas St, Silang, Cavite","Thursday:[10 AM–10 PM],Friday:[10 AM–10 PM],Saturday:[10 AM–10 PM],Sunday:[10 AM–10 PM],Monday:[Closed],Tuesday:[10 AM–10 PM],Wednesday:[10 AM–10 PM]","https://www.google.com/maps?cid=15583714970935727637","11","Pizza restaurant,Cafe","4.5","null"
"16","Sitio's Sizzlingan","","09052193302","70 J Rizal, Silang, 4118 Cavite","Thursday:[1–9 PM],Friday:[1–9 PM],Saturday:[1–9 PM],Sunday:[1–9 PM],Monday:[1–9 PM],Tuesday:[1–9 PM],Wednesday:[1–9 PM]","https://www.google.com/maps?cid=7977567013871724120","3","Restaurant","3.3","facebook.com"
"17","Sodam Restaurant","","09055745222","KM. 42 Bypass Road Emilio Aguinaldo Hwy, Silang, Cavite","Thursday:[9 AM–8 PM],Friday:[9 AM–8 PM],Saturday:[9 AM–8 PM],Sunday:[9 AM–8 PM],Monday:[9 AM–8 PM],Tuesday:[9 AM–8 PM],Wednesday:[9 AM–8 PM]","https://www.google.com/maps?cid=10447494055498845055","10","Asian restaurant","3.7","null"
"18","Wagyuniku Silang","","09279056533","Aguinaldo Hiway, cor Kapitan Sayas St, Silang, 4118 Cavite","Thursday:[11 AM–10 PM],Friday:[11 AM–10 PM],Saturday:[11 AM–11 PM],Sunday:[11 AM–11 PM],Monday:[11 AM–10 PM],Tuesday:[11 AM–10 PM],Wednesday:[11 AM–10 PM]","https://www.google.com/maps?cid=6437948658471784907","49","Korean barbecue restaurant","4.2","null"
"19","Soga Miga","","09177195784","5XG6+WG7, Silang, Cavite","Thursday:[11 AM–9 PM],Friday:[11 AM–9 PM],Saturday:[11 AM–9 PM],Sunday:[11 AM–9 PM],Monday:[11 AM–9 PM],Tuesday:[11 AM–9 PM],Wednesday:[11 AM–9 PM]","https://www.google.com/maps?cid=6304909085263827415","308","Korean restaurant","4.4","facebook.com"
"20","Chef Babylyn's KUMEDOR home of asian cuisine","","0464022361","6X27+2V7, Emilio Aguinaldo Hwy, Silang, Cavite","Thursday:[10:30 AM–9 PM],Friday:[10:30 AM–9 PM],Saturday:[10:30 AM–9 PM],Sunday:[10:30 AM–9 PM],Monday:[Closed],Tuesday:[10:30 AM–9 PM],Wednesday:[10:30 AM–9 PM]","https://www.google.com/maps?cid=9736358129276583600","null","Restaurant","null","null"
"21","Salakot Al fresco Dining & Cafe","","09175364620","Km 47 Lalaan 1st, Silang, Cavite","Thursday:[9 AM–10 PM],Friday:[9 AM–10 PM],Saturday:[9 AM–10 PM],Sunday:[9 AM–10 PM],Monday:[9 AM–10 PM],Tuesday:[9 AM–10 PM],Wednesday:[9 AM–10 PM]","https://www.google.com/maps?cid=17599935650248960019","1282","Family restaurant,Cafe,Coffee shop,Event venue","4.6","facebook.com"
"22","Balinsasayaw","","09178914505","KM44 Emilio Aguinaldo Hwy, Silang, Cavite","Thursday:[8 AM–10 PM],Friday:[8 AM–10 PM],Saturday:[8 AM–10 PM],Sunday:[8 AM–10 PM],Monday:[8 AM–10 PM],Tuesday:[8 AM–10 PM],Wednesday:[8 AM–10 PM]","https://www.google.com/maps?cid=3198405907743082740","904","Filipino restaurant","4.5","facebook.com"
"23","Señor de la O' Spanish Mediterranean Restaurant","","09166754054","Silang, 4118 Cavite","Thursday:[11 AM–8 PM],Friday:[11 AM–8 PM],Saturday:[11 AM–8 PM],Sunday:[11 AM–8 PM],Monday:[Closed],Tuesday:[11 AM–8 PM],Wednesday:[11 AM–8 PM]","https://www.google.com/maps?cid=3449380938657073320","73","Restaurant","4.7","facebook.com"
"24","Le Don's Garden","events.ledonsgarden@gmail.com","09165561409","Asuncion Subdivision, Purok 3 Emilio Aguinaldo Highway, Biga 1, Silang, 4118 Cavite","Thursday:[10 AM–9 PM],Friday:[10 AM–9 PM],Saturday:[10 AM–9 PM],Sunday:[10 AM–9 PM],Monday:[2–9 PM],Tuesday:[2–9 PM],Wednesday:[2–9 PM]","https://www.google.com/maps?cid=3526087169300789279","103","Restaurant,Garden,Wedding venue","4.2","ledonsgarden.com"
"25","Asiong's of Cavite","","09267139400","Buenavista Ave, Bucal, Silang, 4118 Cavite","Thursday:[9 AM–8 PM],Friday:[9 AM–8 PM],Saturday:[9 AM–8 PM],Sunday:[9 AM–8 PM],Monday:[9 AM–8 PM],Tuesday:[9 AM–8 PM],Wednesday:[9 AM–8 PM]","https://www.google.com/maps?cid=7491540512674494581","367","Restaurant,Family restaurant","4.4","facebook.com"
"26","LZM Restaurant Lutong Bahay Specialties","","0468652669","6XHC+M72, By Pass Road, San Vicente 2, Silang, 4118 Cavite","Thursday:[9 AM–9 PM],Friday:[9 AM–9 PM],Saturday:[9 AM–9 PM],Sunday:[9 AM–9 PM],Monday:[9 AM–9 PM],Tuesday:[9 AM–9 PM],Wednesday:[9 AM–9 PM]","https://www.google.com/maps?cid=11479544569511207765","276","Filipino restaurant","4.2","null"
"27","Countryside Steakhouse Silang","","","6XFF+XMX, Silang, 4118 Cavite","Thursday:[10 AM–8:30 PM],Friday:[10 AM–8:30 PM],Saturday:[10 AM–8:30 PM],Sunday:[10 AM–8:30 PM],Monday:[10 AM–8:30 PM],Tuesday:[10 AM–8:30 PM],Wednesday:[10 AM–8:30 PM]","https://www.google.com/maps?cid=13736745505897428521","42","Restaurant","4.3","facebook.com"
"28","Chef Babylyn’s KUMEDOR home of Asian Cuisine","","0464140899","7X2G+545, Emilio Aguinaldo Hwy, Silang, Cavite","Thursday:[10 AM–9 PM],Friday:[10 AM–9 PM],Saturday:[10 AM–9 PM],Sunday:[10 AM–9 PM],Monday:[10 AM–2:30 PM],Tuesday:[10 AM–9 PM],Wednesday:[10 AM–9 PM]","https://www.google.com/maps?cid=17503361583517173420","37","Restaurant","4.3","null"
"29","Funnside Ningnangan - Silang","","","6X99+6F5, By-pass Road, Silang, 4118 Cavite","Thursday:[10 AM–9 PM],Friday:[10 AM–9 PM],Saturday:[10 AM–9 PM],Sunday:[10 AM–9 PM],Monday:[10 AM–9 PM],Tuesday:[10 AM–9 PM],Wednesday:[10 AM–9 PM]","https://www.google.com/maps?cid=2645492926420654597","450","Filipino restaurant,Restaurant","4.4","null"
"30","RHEDZ Restaurant","","","4740 Emilio Aguinaldo Hwy, Silang, Cavite","Thursday:[7:30 AM–10 PM],Friday:[7:30 AM–10 PM],Saturday:[7:30 AM–10 PM],Sunday:[7:30 AM–10 PM],Monday:[7:30 AM–10 PM],Tuesday:[7:30 AM–10 PM],Wednesday:[7:30 AM–10 PM]","https://www.google.com/maps?cid=14613129880752856361","30","Restaurant","4.2","null"
"31","Tita Boots Kitchen","","0464140696","km 42, Aguinaldo Hiway, By Pass Rd., 4114 Silang, Philippines, Silang, Cavite","Thursday:[10 AM–9 PM],Friday:[10 AM–9 PM],Saturday:[10 AM–9 PM],Sunday:[10 AM–9 PM],Monday:[Closed],Tuesday:[10 AM–9 PM],Wednesday:[10 AM–9 PM]","https://www.google.com/maps?cid=4856028605335735833","54","Restaurant","4.2","null"
"32","Cache Cafe & Restaurant","","09176293780","Silang, Cavite","Thursday:[12–10 PM],Friday:[10 AM–10 PM],Saturday:[10 AM–10 PM],Sunday:[10 AM–10 PM],Monday:[12–10 PM],Tuesday:[12–10 PM],Wednesday:[12–10 PM]","https://www.google.com/maps?cid=10183640413823854143","9","Restaurant","4.4","null"
"33","Som Thai Silang Bypass","","09356207115","Bypass Road Emilio Aguinaldo Hwy, Silang, Cavite","Thursday:[9 AM–12 AM],Friday:[9 AM–12 AM],Saturday:[9 AM–12 AM],Sunday:[9 AM–2 AM],Monday:[9 AM–12 AM],Tuesday:[9 AM–12 AM],Wednesday:[9 AM–12 AM]","https://www.google.com/maps?cid=15350834360847297292","201","Thai restaurant","4.1","facebook.com"
"34","Meatsumo Silang","","0468660532","Premier Plaza Mall, Emilio Aguinaldo Hwy, Silang, 4118 Cavite","Thursday:[12–10:30 PM],Friday:[12–10:30 PM],Saturday:[12–10:30 PM],Sunday:[12–10:30 PM],Monday:[12–10:30 PM],Tuesday:[12–10:30 PM],Wednesday:[12–10:30 PM]","https://www.google.com/maps?cid=7493283958329041339","130","Restaurant,Korean barbecue restaurant","4.6","null"
"35","Kubli Cafe Bistro Silang","","09776538371","Silang, Cavite","Thursday:[10 AM–2 AM],Friday:[10 AM–2 AM],Saturday:[10 AM–2 AM],Sunday:[10 AM–2 AM],Monday:[10 AM–2 AM],Tuesday:[10 AM–2 AM],Wednesday:[10 AM–2 AM]","https://www.google.com/maps?cid=14700182990074261552","170","Restaurant","3.8","null"
"36","Green Olive Cafe and Restaurant","greenolivegarden@yahoo.com","09178504273","Santa Rosa - Tagaytay Rd, Silang, Cavite","Thursday:[8 AM–9 PM],Friday:[8 AM–11:30 PM],Saturday:[8 AM–11:30 PM],Sunday:[8 AM–9 PM],Monday:[8 AM–9 PM],Tuesday:[8 AM–9 PM],Wednesday:[8 AM–9 PM]","https://www.google.com/maps?cid=5372719870379048484","134","Restaurant","4.3","greenolive.ph"
"37","Avalunch Food Corner","","","H Ame Corner, Silang, Cavite","Thursday:[11 AM–12 AM],Friday:[11 AM–12 AM],Saturday:[11 AM–12 AM],Sunday:[11 AM–12 AM],Monday:[11 AM–12 AM],Tuesday:[11 AM–12 AM],Wednesday:[11 AM–12 AM]","https://www.google.com/maps?cid=15402124614399049678","49","Restaurant","3.9","null"
"38","Rodem's Korean Restaurant","","09167919017","5XG6+Q33, Emilio Aguinaldo Hwy, Silang, Cavite","Thursday:[9 AM–10 PM],Friday:[9 AM–10 PM],Saturday:[9 AM–10 PM],Sunday:[9 AM–10 PM],Monday:[9 AM–10 PM],Tuesday:[9 AM–10 PM],Wednesday:[9 AM–10 PM]","https://www.google.com/maps?cid=15699024633615529769","322","Korean restaurant","4.3","null"
"39","Oishiidon Japanese Restaurant","","09764057401","044 Emilio Aguinaldo Hwy, Silang, 4118 Cavite","Thursday:[11 AM–10 PM],Friday:[11 AM–12 AM],Saturday:[11 AM–12 AM],Sunday:[11 AM–12 AM],Monday:[11 AM–10 PM],Tuesday:[11 AM–10 PM],Wednesday:[11 AM–10 PM]","https://www.google.com/maps?cid=15170213706211824899","44","Japanese restaurant","4.2","null"
"40","Mrs. Saldo's","","09171002983","Silang, Cavite","Thursday:[10 AM–9 PM],Friday:[10 AM–9 PM],Saturday:[10 AM–9 PM],Sunday:[10 AM–5:30 PM],Monday:[Closed],Tuesday:[Closed],Wednesday:[10 AM–9 PM]","https://www.google.com/maps?cid=6218383304637609141","42","Restaurant","4.8","null"
