"Id","Place name","Email","Phone","Address","Hours","Location","Reviews count","Category","Total score","website"
"11","24/7 Fitness Gym and Sauna","","09166031224","Block 8 Lot 28 Arizona Street, Dasmariñas, 4114 Cavite","Thursday:[6 AM–8 PM],Friday:[6 AM–8 PM],Saturday:[6 AM–8 PM],Sunday:[6 AM–8 PM],Monday:[6 AM–8 PM],Tuesday:[6 AM–8 PM],Wednesday:[6 AM–8 PM]","https://www.google.com/maps?cid=6076618580618994640","45","Gym","4.6","null"
"12","Maxy Gym","","","7XGW+CCR, Silang, Cavite","null","https://www.google.com/maps?cid=7664272637406924107","2","Gym","5","null"
"13","Carmen Basketball Court","","","62HP+34H, Silang, 4118 Cavite","Thursday:[Open 24 hours],Friday:[Open 24 hours],Saturday:[Open 24 hours],Sunday:[Open 24 hours],Monday:[Open 24 hours],Tuesday:[Open 24 hours],Wednesday:[Open 24 hours]","https://www.google.com/maps?cid=9375016064240888033","12","Gym","4.3","null"
"14","God's Gym","","","Unit 1 2nd Floor Aguinaldo Highway Purok 8, Silang, Cavite","","https://www.google.com/maps?cid=5256769573648962315","1","Gym","5","null"
"15","Fitness Laine","","09173035753","153 Silang-Banaybanay Rd, Silang, 4118 Cavite","Thursday:[7 AM–9 PM],Friday:[7 AM–9 PM],Saturday:[7 AM–9 PM],Sunday:[7 AM–9 PM],Monday:[7 AM–9 PM],Tuesday:[7 AM–9 PM],Wednesday:[7 AM–9 PM]","https://www.google.com/maps?cid=8725119182041148357","1","Gym","5","null"
"16","RF 1Rebel Fitness Training Facility","","","Santa Rosa - Tagaytay Rd, Santa Rosa, Cavite","Thursday:[8 AM–9 PM],Friday:[8 AM–9 PM],Saturday:[3–9 PM],Sunday:[3–9 PM],Monday:[8 AM–9 PM],Tuesday:[8 AM–9 PM],Wednesday:[8 AM–9 PM]","https://www.google.com/maps?cid=3621058029299836541","8","Gym","5","null"
"17","District Gym","","09396759585","J. P. Rizal Street, Biga I, Silang, 4118 Cavite","Thursday:[6 AM–9 PM],Friday:[6 AM–9 PM],Saturday:[6 AM–9 PM],Sunday:[6 AM–9 PM],Monday:[6 AM–9 PM],Tuesday:[6 AM–9 PM],Wednesday:[6 AM–9 PM]","https://www.google.com/maps?cid=9587012597642820942","null","Gym","null","null"
"18","FEU Cavite Gym","","","FEU Cavite, MetroGate Silang Estates, Silang, Cavite","","https://www.google.com/maps?cid=15299500328696724945","1","Gym","5","null"
"19","Fit Hangout Gym","","","Old Bulihan Rd, Silang, Cavite","Thursday:[9 AM–9 PM],Friday:[9 AM–9 PM],Saturday:[9 AM–9 PM],Sunday:[9 AM–1 PM],Monday:[9 AM–9 PM],Tuesday:[9 AM–9 PM],Wednesday:[9 AM–9 PM]","https://www.google.com/maps?cid=653373249367878653","null","Gym","null","facebook.com"
"20","braders gym","","","Near 189 Kapt. Pepe St, Pasipit, Silang, 4118 Cavite","null","https://www.google.com/maps?cid=1014318596795078530","null","Gym","null","null"
